Timestamp,Response,Intensity,Experiment
1747042519922.4658,1,2,Staircase Procedure,
1747042521755.4636,1,2,Staircase Procedure,
1747042529930.469,1,2,Staircase Procedure,
1747042534758.8293,1,2,Staircase Procedure,
1747042541683.9834,1,2,Staircase Procedure,
1747042545693.157,1,2,Staircase Procedure,
1747042547737.5505,1,2,Staircase Procedure,
1747042554668.031,1,2,Staircase Procedure,
1747042563702.7537,1,2,Staircase Procedure,
1747042573670.232,1,2,Staircase Procedure,
1747042583599.6218,1,2,Staircase Procedure,
1747042593672.569,1,2,Staircase Procedure,
1747042602707.7021,1,2,Staircase Procedure,
1747042607677.6895,1,2,Staircase Procedure,
1747042611651.9844,1,2,Staircase Procedure,
1747042620660.6167,1,2,Staircase Procedure,
1747042630632.7507,1,2,Staircase Procedure,
1747042638707.1074,1,2,Staircase Procedure,
1747042641779.4812,1,2,Staircase Procedure,
1747042644202.5298,1,2,Staircase Procedure,
1747042667588.7822,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1747042667658.438,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1747042667696.1453,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1747042667733.313,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1747042667771.056,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1747042667810.3552,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1747042667849.0227,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1747042667887.6665,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1747042667927.057,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1747042667964.2805,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1747042669482.5564,,2,ComputerShoot,
1747042669634.6406,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1747042669671.9934,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1747042669712.5215,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1747042669751.846,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1747042669790.5493,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1747042669828.893,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1747042669865.806,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1747042669903.3948,NoShot,2,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1747042669943.9734,NoShot,2,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1747042669982.5781,NoShot,2,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1747042670322.8582,,2,PlayerShoot; current_hole_y=340.00; predicted_hole_y=160.00; optimal=False,Score=0.00; 
1747042671428.6504,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1747042671466.021,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1747042671503.098,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1747042671539.958,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1747042671579.2644,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1747042671616.2463,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1747042671653.5757,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1747042671695.7888,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1747042671732.8389,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1747042671769.8928,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1747042672646.8276,,2,PlayerShoot; current_hole_y=370.00; predicted_hole_y=550.00; optimal=False,Score=-6.00; 
1747042673307.6917,,2,ComputerShoot,
1747042673460.3552,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1747042673499.9114,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1747042673539.205,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1747042673577.889,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1747042673616.0686,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1747042673654.1616,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1747042673691.3955,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1747042673731.7695,NoShot,2,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1747042673768.3389,NoShot,2,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1747042673806.941,NoShot,2,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1747042674952.9404,,2,VibrationSent,
1747042675255.4878,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1747042675292.379,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1747042675330.991,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1747042675369.3086,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1747042675406.442,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1747042675444.3118,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1747042675482.9995,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1747042675521.629,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1747042675559.6182,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1747042675597.658,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1747042676437.5212,,2,PlayerShoot; current_hole_y=360.00; predicted_hole_y=540.00; optimal=False,Score=-12.00; 
1747042677130.545,,2,ComputerShoot,
1747042677285.8079,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1747042677323.024,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1747042677360.6296,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1747042677400.523,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1747042677438.5186,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1747042677476.3655,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1747042677513.9055,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1747042677551.9875,NoShot,2,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1747042677589.2712,NoShot,2,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1747042677627.6357,NoShot,2,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1747042679070.885,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1747042679107.9062,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1747042679144.931,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1747042679181.805,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1747042679221.5398,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1747042679258.7683,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1747042679296.561,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1747042679337.8562,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1747042679374.1333,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1747042679411.249,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1747042680207.2205,,2,VibrationSent,
1747042680244.6924,,2,PlayerShoot; current_hole_y=360.00; predicted_hole_y=540.00; optimal=False,Score=-18.00; 
1747042680950.2073,,2,ComputerShoot,
1747042681101.2317,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1747042681141.7314,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1747042681181.0342,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1747042681222.1875,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1747042681259.1917,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1747042681296.5273,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1747042681335.0935,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1747042681373.7764,NoShot,2,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1747042681411.168,NoShot,2,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1747042681451.5015,NoShot,2,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1747042682886.3618,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1747042682926.6938,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1747042682964.731,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1747042683003.281,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1747042683041.842,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1747042683079.7327,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1747042683116.5217,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1747042683156.945,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1747042683193.7297,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1747042683230.8108,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1747042684030.2725,,2,VibrationSent,
1747042684182.2605,,,CloseMouth,
1747042684767.1973,,2,ComputerShoot,
1747042684929.5955,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1747042684967.1035,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1747042685004.8303,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1747042685044.0957,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1747042685081.915,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1747042685118.6929,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1747042685156.0286,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1747042685195.3184,NoShot,2,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1747042685232.0525,NoShot,2,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1747042685272.0837,NoShot,2,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1747042686718.6604,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1747042686757.6594,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1747042686797.508,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1747042686836.9946,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1747042686875.4934,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1747042686915.0261,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1747042686954.1414,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1747042686994.7385,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1747042687031.7117,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1747042687069.2593,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1747042687832.725,,2,PlayerShoot; current_hole_y=340.00; predicted_hole_y=520.00; optimal=False,Score=-29.00; 
1747042688592.8616,,2,ComputerShoot,
1747042688743.3025,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1747042688781.489,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1747042688820.3696,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1747042688858.6787,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1747042688898.5088,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1747042688936.364,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1747042688973.5505,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1747042689013.4717,NoShot,2,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1747042689050.5322,NoShot,2,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1747042689090.311,NoShot,2,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1747042690535.6006,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1747042690573.61,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1747042690613.1357,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1747042690651.813,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1747042690689.315,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1747042690727.8245,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1747042690767.144,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1747042690805.5627,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1747042690843.054,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1747042690882.8562,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1747042691861.1978,,2,PlayerShoot; current_hole_y=400.00; predicted_hole_y=520.00; optimal=False,Score=-35.00; 
1747042692392.9792,,2,ComputerShoot,
1747042692544.558,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1747042692584.0044,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1747042692622.321,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1747042692659.6995,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1747042692698.1973,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1747042692736.4314,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1747042692773.727,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1747042692812.3652,NoShot,2,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1747042692850.0872,NoShot,2,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1747042692889.399,NoShot,2,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1747042694345.1948,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1747042694383.8418,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1747042694422.2969,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1747042694459.726,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1747042694498.6233,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1747042694537.3884,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1747042694574.612,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1747042694612.4385,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1747042694651.7166,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1747042694688.991,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1747042695374.0923,,2,VibrationSent,
1747042695526.1023,,2,PlayerShoot; current_hole_y=360.00; predicted_hole_y=540.00; optimal=False,Score=-41.00; 
1747042695874.548,,2,VibrationSent,
1747042696217.017,,2,ComputerShoot,
1747042696371.1987,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1747042696409.2678,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1747042696446.5293,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1747042696486.4812,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1747042696523.5417,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1747042696560.9888,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1747042696599.0254,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1747042696637.696,NoShot,2,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1747042696675.4636,NoShot,2,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1747042696714.878,NoShot,2,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1747042698157.8599,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1747042698194.9243,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1747042698232.7686,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1747042698272.2292,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1747042698310.5254,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1747042698348.499,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1747042698387.588,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1747042698430.3005,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1747042698467.3652,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1747042698506.886,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1747042698808.7803,,2,PlayerShoot; current_hole_y=220.00; predicted_hole_y=400.00; optimal=False,Score=-47.00; 
1747042699157.5647,,2,VibrationSent,
1747042700034.1736,,2,ComputerShoot,
1747042700185.989,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1747042700225.1245,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1747042700263.199,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1747042700301.1238,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1747042700339.962,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1747042700377.8499,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1747042700418.5083,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1747042700458.8264,NoShot,2,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1747042700496.4636,1,2,FootPedalPress,
1747042700497.4617,NoShot,2,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1747042700535.3762,NoShot,2,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1747042701985.9387,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1747042702024.2568,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1747042702062.7256,,2,VibrationSent,
1747042702063.5,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1747042702102.2668,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1747042702146.749,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1747042702184.2952,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1747042702222.104,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1747042702263.166,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1747042702301.5217,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1747042702341.0146,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1747042702829.8772,1,2,FootPedalPress,
1747042703519.251,,2,PlayerShoot; current_hole_y=450.00; predicted_hole_y=470.00; optimal=False,Score=-53.00; 
1747042703862.2058,,2,ComputerShoot,
1747042704014.8264,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1747042704052.2258,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1747042704090.5203,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1747042704130.8494,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1747042704167.6277,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1747042704206.3672,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1747042704246.0813,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1747042704283.6904,NoShot,2,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1747042704320.8093,NoShot,2,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1747042704362.4446,NoShot,2,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1747042705806.894,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1747042705845.7026,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1747042705884.442,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1747042705922.588,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1747042705960.1096,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1747042705998.536,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1747042706036.5493,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1747042706074.6506,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1747042706112.5737,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1747042706150.639,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1747042707185.4485,,2,PlayerShoot; current_hole_y=410.00; predicted_hole_y=510.00; optimal=False,Score=-59.00; 
1747042707679.7864,,2,ComputerShoot,
1747042707836.294,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1747042707875.6375,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1747042707914.0056,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1747042707951.9775,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1747042707988.8948,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1747042708025.7842,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1747042708065.5918,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
