Timestamp,Response,Intensity,Experiment
1746778690747.3833,1,2,Staircase Procedure,
1746778692442.8257,1,2,Staircase Procedure,
1746778701784.9336,0,2,Staircase Procedure,
1746778706800.5693,0,3,Staircase Procedure,
1746778710703.336,1,4,Staircase Procedure,
1746778716827.5032,0,3,Staircase Procedure,
1746778717852.4985,1,4,Staircase Procedure,
1746778722911.566,0,3,Staircase Procedure,
1746778728666.6003,1,4,Staircase Procedure,
1746778737911.1492,0,3,Staircase Procedure,
1746778738588.923,1,4,Staircase Procedure,
1746778750937.0046,0,3,Staircase Procedure,
1746778752444.087,1,4,Staircase Procedure,
1746778764929.058,0,3,Staircase Procedure,
1746778765713.398,1,4,Staircase Procedure,
1746778776967.4053,0,3,Staircase Procedure,
1746778777694.7483,1,4,Staircase Procedure,
1746778786997.6155,0,3,Staircase Procedure,
1746778787497.5674,1,4,Staircase Procedure,
1746778794035.6921,0,3,Staircase Procedure,
1746778855058.443,NoShot,3.5,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1746778855097.5056,NoShot,3.5,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1746778855137.3657,NoShot,3.5,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1746778855175.0762,NoShot,3.5,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1746778855218.0317,NoShot,3.5,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1746778855259.9006,NoShot,3.5,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1746778855299.2,NoShot,3.5,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1746778855335.0107,NoShot,3.5,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1746778855371.2842,NoShot,3.5,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1746778855407.0466,NoShot,3.5,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1746778857019.848,,3.5,ComputerShoot,
1746778857189.619,NoShot,3.5,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1746778857229.1833,NoShot,3.5,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1746778857265.3694,NoShot,3.5,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1746778857300.8484,NoShot,3.5,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1746778857337.7876,NoShot,3.5,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1746778857378.2097,NoShot,3.5,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1746778857421.931,NoShot,3.5,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1746778857465.142,NoShot,3.5,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1746778857501.1965,NoShot,3.5,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1746778857537.639,NoShot,3.5,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1746778857988.1028,1,3.5,FootPedalPress,
1746778859131.668,NoShot,3.5,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1746778859177.0305,NoShot,3.5,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1746778859220.5068,NoShot,3.5,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1746778859263.9165,NoShot,3.5,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1746778859306.8457,NoShot,3.5,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1746778859350.9226,NoShot,3.5,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1746778859387.419,NoShot,3.5,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1746778859424.2844,NoShot,3.5,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1746778859459.9558,NoShot,3.5,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1746778859497.209,NoShot,3.5,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1746778860302.9019,,3.5,PlayerShoot; current_hole_y=350.00; predicted_hole_y=530.00; optimal=False,Score=-5.00; 
1746778861055.2288,,3.5,ComputerShoot,
1746778861206.0764,NoShot,3.5,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1746778861250.6685,NoShot,3.5,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1746778861293.5784,NoShot,3.5,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1746778861329.4575,NoShot,3.5,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1746778861365.3987,NoShot,3.5,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1746778861401.2988,NoShot,3.5,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1746778861437.169,NoShot,3.5,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1746778861473.107,NoShot,3.5,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1746778861508.9775,NoShot,3.5,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1746778861544.8801,NoShot,3.5,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1746778861710.7603,,,CloseMouth,
1746778863092.3918,NoShot,3.5,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1746778863130.4985,NoShot,3.5,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1746778863174.3328,NoShot,3.5,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1746778863218.8047,NoShot,3.5,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1746778863261.7737,NoShot,3.5,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1746778863300.5037,NoShot,3.5,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1746778863338.401,NoShot,3.5,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1746778863373.8123,NoShot,3.5,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1746778863410.2073,NoShot,3.5,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1746778863446.7808,NoShot,3.5,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1746778864122.0996,,3.5,PlayerShoot; current_hole_y=310.00; predicted_hole_y=490.00; optimal=False,Score=-11.00; 
1746778865036.662,,3.5,ComputerShoot,
1746778865214.1438,NoShot,3.5,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1746778865254.1196,NoShot,3.5,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1746778865290.212,NoShot,3.5,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1746778865326.1875,NoShot,3.5,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1746778865365.2961,NoShot,3.5,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1746778865409.439,NoShot,3.5,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1746778865452.7532,NoShot,3.5,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1746778865497.6416,,,CloseMouth,
1746778865497.6416,NoShot,3.5,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1746778865534.8315,NoShot,3.5,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1746778865570.3174,NoShot,3.5,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1746778867089.5935,NoShot,3.5,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1746778867128.8274,NoShot,3.5,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1746778867166.618,NoShot,3.5,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1746778867209.3728,NoShot,3.5,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1746778867252.4312,NoShot,3.5,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1746778867290.57,NoShot,3.5,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1746778867327.2087,NoShot,3.5,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1746778867363.148,NoShot,3.5,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1746778867398.8074,NoShot,3.5,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1746778867434.5933,NoShot,3.5,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1746778867933.448,,3.5,VibrationSent,
1746778869046.4907,,3.5,ComputerShoot,
1746778869206.3955,NoShot,3.5,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1746778869243.7932,NoShot,3.5,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1746778869286.8357,NoShot,3.5,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1746778869325.3342,NoShot,3.5,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1746778869363.0618,NoShot,3.5,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1746778869403.7485,NoShot,3.5,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1746778869441.8374,NoShot,3.5,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1746778869478.2778,NoShot,3.5,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1746778869522.6086,NoShot,3.5,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1746778869559.2131,,3.5,PlayerShoot; current_hole_y=430.00; predicted_hole_y=250.00; optimal=True,Score=-17.00; 
1746778870068.094,,,CloseMouth,
1746778870350.3672,,,CloseMouth,
1746778870592.962,,,CloseMouth,
1746778870910.6667,,,CloseMouth,
1746778871085.6748,NoShot,3.5,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
