Timestamp,Response,Intensity,Experiment
1746018975230.339,1,2,Staircase Procedure,
1746018979506.1477,1,2,Staircase Procedure,
1746018987725.995,1,2,Staircase Procedure,
1746018994402.8765,1,2,Staircase Procedure,
1746019002234.8975,1,2,Staircase Procedure,
1746019009093.8132,1,2,Staircase Procedure,
1746019018031.5942,1,2,Staircase Procedure,
1746019028109.878,1,2,Staircase Procedure,
1746019036103.6763,1,2,Staircase Procedure,
1746019045146.953,1,2,Staircase Procedure,
1746019049119.0872,1,2,Staircase Procedure,
1746019057117.1902,1,2,Staircase Procedure,
1746019066119.0078,1,2,Staircase Procedure,
1746019075059.638,1,2,Staircase Procedure,
1746019081030.1672,1,2,Staircase Procedure,
1746019085347.1174,1,2,Staircase Procedure,
1746019090075.8154,1,2,Staircase Procedure,
1746019094086.3342,1,2,Staircase Procedure,
1746019096191.1367,1,2,Staircase Procedure,
1746019104534.2568,1,2,Staircase Procedure,
1746019170218.1042,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1746019170256.4805,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1746019170294.005,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1746019170331.3237,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1746019170369.1736,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1746019170405.726,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1746019170448.2966,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1746019170487.0835,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
1746019170526.0608,NoShot,2,OptimalMoment; current_hole_y=140.00; predicted_hole_y=320.00,
1746019170562.4775,NoShot,2,OptimalMoment; current_hole_y=150.00; predicted_hole_y=330.00,
1746019172058.0317,,2,ComputerShoot,
1746019172206.7786,NoShot,2,OptimalMoment; current_hole_y=510.00; predicted_hole_y=330.00,
1746019172244.9666,NoShot,2,OptimalMoment; current_hole_y=500.00; predicted_hole_y=320.00,
1746019172281.8853,NoShot,2,OptimalMoment; current_hole_y=490.00; predicted_hole_y=310.00,
1746019172321.2195,NoShot,2,OptimalMoment; current_hole_y=480.00; predicted_hole_y=300.00,
1746019172357.926,NoShot,2,OptimalMoment; current_hole_y=470.00; predicted_hole_y=290.00,
1746019172394.8677,NoShot,2,OptimalMoment; current_hole_y=460.00; predicted_hole_y=280.00,
1746019172431.637,NoShot,2,OptimalMoment; current_hole_y=450.00; predicted_hole_y=270.00,
1746019172468.3125,NoShot,2,OptimalMoment; current_hole_y=440.00; predicted_hole_y=260.00,
1746019172505.7537,NoShot,2,OptimalMoment; current_hole_y=430.00; predicted_hole_y=250.00,
1746019172544.1833,NoShot,2,OptimalMoment; current_hole_y=420.00; predicted_hole_y=240.00,
1746019173992.0544,NoShot,2,OptimalMoment; current_hole_y=60.00; predicted_hole_y=240.00,
1746019174030.3643,NoShot,2,OptimalMoment; current_hole_y=70.00; predicted_hole_y=250.00,
1746019174068.4556,NoShot,2,OptimalMoment; current_hole_y=80.00; predicted_hole_y=260.00,
1746019174106.841,NoShot,2,OptimalMoment; current_hole_y=90.00; predicted_hole_y=270.00,
1746019174144.3574,NoShot,2,OptimalMoment; current_hole_y=100.00; predicted_hole_y=280.00,
1746019174182.2373,NoShot,2,OptimalMoment; current_hole_y=110.00; predicted_hole_y=290.00,
1746019174219.6196,NoShot,2,OptimalMoment; current_hole_y=120.00; predicted_hole_y=300.00,
1746019174258.5764,NoShot,2,OptimalMoment; current_hole_y=130.00; predicted_hole_y=310.00,
